CreateMeshBuilder,
Addvertex,2.5,4.7,0,
Addvertex,7.2,4.7,0,
Addvertex,7.2,-0.5,0,
Addvertex,2.5,-0.5,0,
Addface2,0,1,2,3,

GenerateNormals,

LoadTexture,walldupontend.bmp,
SetTextureCoordinates,0,0,0,
SetTextureCoordinates,1,1,0,
SetTextureCoordinates,2,1,1,
SetTextureCoordinates,3,0,1,

CreateMeshBuilder,
Addvertex,-2.5,4.7,0,
Addvertex,-3.5,4.7,0,
Addvertex,-3.5,-0.5,0,
Addvertex,-2.5,-0.5,0,
Addface2,0,1,2,3,

GenerateNormals,

LoadTexture,walldupontmiddle.bmp,
SetTextureCoordinates,0,0,0,
SetTextureCoordinates,1,1,0,
SetTextureCoordinates,2,1,1,
SetTextureCoordinates,3,0,1,

CreateMeshBuilder,
Addvertex,-8.5,4.7,0,
Addvertex,-13.2,4.7,0,
Addvertex,-13.2.2,-0.5,0,
Addvertex,-8.5,-0.5,0,
Addface2,0,1,2,3,

GenerateNormals,

LoadTexture,walldupontend.bmp,
SetTextureCoordinates,0,0,0,
SetTextureCoordinates,1,1,0,
SetTextureCoordinates,2,1,1,
SetTextureCoordinates,3,0,1,

